CODE,RG CODE,NB CODE,PLAYER,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,,PTS / G,REB / G,AST / G,STL / G,BLK / G,TOV / G,FG%,3P%,FT%,,RESULT
Al Bianchi PHI 1957,Al Bianchi,,Al Bianchi,1957,PHI,5,97,32,12,38,0.316,,,,8,12,0.667,,,15,8,,,,16,,6.40,3.00,1.60,0.00,0.00,0.00,0.32,0.00,0.67,"1,000.00",Conf Finalist
Al Bianchi PHI 1958,Al Bianchi,,Al Bianchi,1958,PHI,2,37,11,4,12,0.333,,,,3,8,0.375,,,7,2,,,,4,,5.50,3.50,1.00,0.00,0.00,0.00,0.33,0.00,0.38,100.00,Conf Semis
Al Bianchi PHI 1959,Al Bianchi,,Al Bianchi,1959,PHI,9,192,82,34,74,0.459,,,,14,22,0.636,,,29,25,,,,41,,9.11,3.22,2.78,0.00,0.00,0.00,0.46,0.00,0.64,"1,000.00",Conf Finalist
Al Bianchi PHI 1960,Al Bianchi,,Al Bianchi,1960,PHI,2,18,0,0,8,0,,,,0,0,0,,,3,3,,,,2,,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Al Bianchi PHI 1961,Al Bianchi,,Al Bianchi,1961,PHI,7,90,42,17,46,0.37,,,,8,9,0.889,,,7,5,,,,20,,6.00,1.00,0.71,0.00,0.00,0.00,0.37,0.00,0.89,"1,000.00",Conf Finalist
Al Bianchi PHI 1962,Al Bianchi,,Al Bianchi,1962,PHI,5,184,71,27,69,0.391,,,,17,20,0.85,,,26,18,,,,17,,14.20,5.20,3.60,0.00,0.00,0.00,0.39,0.00,0.85,100.00,Conf Semis
Al Bianchi PHI 1963,Al Bianchi,,Al Bianchi,1963,PHI,5,77,34,15,34,0.441,,,,4,7,0.571,,,8,2,,,,17,,6.80,1.60,0.40,0.00,0.00,0.00,0.44,0.00,0.57,100.00,Conf Semis
Al Bianchi PHI 1964,Al Bianchi,,Al Bianchi,1964,PHI,5,68,27,12,29,0.414,,,,3,4,0.75,,,4,4,,,,12,,5.40,0.80,0.80,0.00,0.00,0.00,0.41,0.00,0.75,100.00,Conf Semis
Al Bianchi PHI 1965,Al Bianchi,,Al Bianchi,1965,PHI,11,308,104,45,118,0.381,,,,14,21,0.667,,,16,30,,,,45,,9.45,1.45,2.73,0.00,0.00,0.00,0.38,0.00,0.67,"1,000.00",Conf Finalist
Al Bianchi PHI 1966,Al Bianchi,,Al Bianchi,1966,PHI,5,64,45,18,43,0.419,,,,9,12,0.75,,,10,4,,,,19,,9.00,2.00,0.80,0.00,0.00,0.00,0.42,0.00,0.75,"1,000.00",Conf Finalist
Al Cervi PHI 1950,Al Cervi,,Al Cervi,1950,PHI,11,0,84,23,68,0.338,,,,38,46,0.826,,,0,52,,,,36,,7.64,0.00,4.73,0.00,0.00,0.00,0.34,0.00,0.83,"10,000.00",Finalist
Al Cervi PHI 1951,Al Cervi,,Al Cervi,1951,PHI,7,0,78,17,56,0.304,,,,44,50,0.88,,,33,38,,,,31,,11.14,4.71,5.43,0.00,0.00,0.00,0.30,0.00,0.88,"1,000.00",Conf Finalist
Al Cervi PHI 1952,Al Cervi,,Al Cervi,1952,PHI,7,88,36,7,30,0.233,,,,22,23,0.957,,,10,15,,,,23,,5.14,1.43,2.14,0.00,0.00,0.00,0.23,0.00,0.96,"1,000.00",Conf Finalist
Al Cervi PHI 1953,Al Cervi,,Al Cervi,1953,PHI,2,28,18,3,5,0.6,,,,12,15,0.8,,,0,1,,,,12,,9.00,0.00,0.50,0.00,0.00,0.00,0.60,0.00,0.80,100.00,Conf Semis
Al Eberhard DET 1976,Al Eberhard,,Al Eberhard,1976,DET,8,182,48,17,39,0.436,,,,14,19,0.737,11,15,26,7,8,4,,14,,6.00,3.25,0.88,1.00,0.50,0.00,0.44,0.00,0.74,100.00,Conf Semis
Al Eberhard DET 1977,Al Eberhard,,Al Eberhard,1977,DET,3,42,7,1,9,0.111,,,,5,8,0.625,2,7,9,2,1,0,,6,,2.33,3.00,0.67,0.33,0.00,0.00,0.11,0.00,0.63,10.00,First Round
Al Ferrari ATL 1956,Al Ferrari,,Al Ferrari,1956,ATL,8,264,118,32,85,0.376,,,,54,70,0.771,,,33,24,,,,28,,14.75,4.13,3.00,0.00,0.00,0.00,0.38,0.00,0.77,"1,000.00",Conf Finalist
Al Ferrari ATL 1959,Al Ferrari,,Al Ferrari,1959,ATL,6,173,48,14,40,0.35,,,,20,25,0.8,,,15,15,,,,25,,8.00,2.50,2.50,0.00,0.00,0.00,0.35,0.00,0.80,"1,000.00",Conf Finalist
Al Ferrari ATL 1960,Al Ferrari,,Al Ferrari,1960,ATL,9,142,40,15,38,0.395,,,,10,18,0.556,,,9,15,,,,13,,4.44,1.00,1.67,0.00,0.00,0.00,0.39,0.00,0.56,"10,000.00",Finalist
Al Ferrari ATL 1961,Al Ferrari,,Al Ferrari,1961,ATL,10,157,50,20,44,0.455,,,,10,17,0.588,,,22,21,,,,31,,5.00,2.20,2.10,0.00,0.00,0.00,0.45,0.00,0.59,"10,000.00",Finalist
Al Fleming OKC 1978,Al Fleming,,Al Fleming,1978,OKC,5,21,7,2,6,0.333,,,,3,4,0.75,1,3,4,2,1,0,2,5,,1.40,0.80,0.40,0.20,0.00,0.40,0.33,0.00,0.75,"10,000.00",Finalist
Al Guokas GSW 1950,Al Guokas,,Al Guokas,1950,GSW,2,0,6,2,4,0.5,,,,2,6,0.333,,,0,5,,,,3,,3.00,0.00,2.50,0.00,0.00,0.00,0.50,0.00,0.33,100.00,Conf Semis
Al Harrington IND 2001,Al Harrington,,Al Harrington,2001,IND,3,40,5,2,13,0.154,0,2,0,1,2,0.5,3,1,4,3,0,0,1,8,,1.67,1.33,1.00,0.00,0.00,0.33,0.15,0.00,0.50,10.00,First Round
Al Harrington IND 2003,Al Harrington,,Al Harrington,2003,IND,6,103,18,7,33,0.212,0,4,0,4,6,0.667,7,15,22,5,6,3,10,21,,3.00,3.67,0.83,1.00,0.50,1.67,0.21,0.00,0.67,10.00,First Round
Al Harrington IND 2004,Al Harrington,,Al Harrington,2004,IND,16,427,152,60,140,0.429,2,5,0.4,30,55,0.545,33,69,102,12,23,9,28,56,,9.50,6.38,0.75,1.44,0.56,1.75,0.43,0.40,0.55,"1,000.00",Conf Finalist
Al Harrington GSW 2007,Al Harrington,,Al Harrington,2007,GSW,11,261.9,112,39,98,0.398,15,38,0.395,19,30,0.633,17,34,51,6,5,7,10,40,,10.18,4.64,0.55,0.45,0.64,0.91,0.40,0.39,0.63,100.00,Conf Semis
Al Harrington DEN 2011,Al Harrington,,Al Harrington,2011,DEN,5,69.7,28,10,22,0.455,5,10,0.5,3,4,0.75,1,6,7,5,3,0,4,7,,5.60,1.40,1.00,0.60,0.00,0.80,0.45,0.50,0.75,10.00,First Round
Al Harrington DEN 2012,Al Harrington,,Al Harrington,2012,DEN,7,162.6,68,24,75,0.32,10,35,0.286,10,15,0.667,7,23,30,6,3,1,3,13,,9.71,4.29,0.86,0.43,0.14,0.43,0.32,0.29,0.67,10.00,First Round
Al Harrington WAS 2014,Al Harrington,,Al Harrington,2014,WAS,7,59.4,17,6,15,0.4,0,7,0,5,7,0.714,1,15,16,0,3,0,4,14,,2.43,2.29,0.00,0.43,0.00,0.57,0.40,0.00,0.71,100.00,Conf Semis
Al Horford ATL 2008,Al Horford,Al Horford,Al Horford,2008,ATL,7,276.8,88,34,72,0.472,0,0,0,20,27,0.741,22,51,73,25,3,7,15,26,,12.57,10.43,3.57,0.43,1.00,2.14,0.47,0.00,0.74,10.00,First Round
Al Horford ATL 2009,Al Horford,Al Horford,Al Horford,2009,ATL,9,252.1,62,25,59,0.424,0,1,0,12,18,0.667,12,40,52,18,6,6,4,26,,6.89,5.78,2.00,0.67,0.67,0.44,0.42,0.00,0.67,100.00,Conf Semis
Al Horford ATL 2010,Al Horford,Al Horford,Al Horford,2010,ATL,11,388.3,161,67,128,0.523,1,1,1,26,31,0.839,28,71,99,20,8,19,15,35,,14.64,9.00,1.82,0.73,1.73,1.36,0.52,1.00,0.84,100.00,Conf Semis
Al Horford ATL 2011,Al Horford,Al Horford,Al Horford,2011,ATL,12,467.9,136,58,137,0.423,0,2,0,20,26,0.769,25,90,115,42,5,12,17,33,,11.33,9.58,3.50,0.42,1.00,1.42,0.42,0.00,0.77,100.00,Conf Semis
Al Horford ATL 2012,Al Horford,Al Horford,Al Horford,2012,ATL,3,107.8,46,20,34,0.588,0,0,0,6,8,0.75,5,20,25,8,4,4,12,11,,15.33,8.33,2.67,1.33,1.33,4.00,0.59,0.00,0.75,10.00,First Round
Al Horford ATL 2013,Al Horford,Al Horford,Al Horford,2013,ATL,6,217.7,100,41,83,0.494,0,0,0,18,27,0.667,12,41,53,18,6,5,9,17,,16.67,8.83,3.00,1.00,0.83,1.50,0.49,0.00,0.67,10.00,First Round
Al Horford ATL 2015,Al Horford,Al Horford,Al Horford,2015,ATL,16,521.6,231,107,211,0.507,2,9,0.222,15,20,0.75,40,98,138,59,13,23,25,34,,14.44,8.63,3.69,0.81,1.44,1.56,0.51,0.22,0.75,"1,000.00",Conf Finalist
Al Horford ATL 2016,Al Horford,Al Horford,Al Horford,2016,ATL,10,327.4,134,54,116,0.466,11,28,0.393,15,16,0.938,13,52,65,31,12,24,17,25,,13.40,6.50,3.10,1.20,2.40,1.70,0.47,0.39,0.94,100.00,Conf Semis
Al Horford BOS 2017,Al Horford,Al Horford,Al Horford,2017,BOS,18,609.9,271,111,190,0.584,27,52,0.519,22,29,0.759,31,87,118,97,15,14,33,33,,15.06,6.56,5.39,0.83,0.78,1.83,0.58,0.52,0.76,"1,000.00",Conf Finalist
Al Horford BOS 2018,Al Horford,Al Horford,Al Horford,2018,BOS,19,678.9,299,111,204,0.544,15,43,0.349,62,75,0.827,32,125,157,63,19,22,32,39,,15.74,8.26,3.32,1.00,1.16,1.68,0.54,0.35,0.83,"1,000.00",Conf Finalist
Al Horford BOS 2019,Al Horford,Al Horford,Al Horford,2019,BOS,9,310.2,125,46,110,0.418,18,44,0.409,15,18,0.833,13,68,81,40,4,7,19,21,,13.89,9.00,4.44,0.44,0.78,2.11,0.42,0.41,0.83,100.00,Conf Semis
Al Horford PHI 2020,Al Horford,Al Horford,Al Horford,2020,PHI,4,128.5,28,12,25,0.48,0,4,0,4,7,0.571,9,20,29,9,1,5,3,14,,7.00,7.25,2.25,0.25,1.25,0.75,0.48,0.00,0.57,10.00,First Round
Al Horford BOS 2022,Al Horford,Al Horford,Al Horford,2022,BOS,23,815.1,277,101,193,0.523,47,98,0.48,28,36,0.778,35,179,214,76,19,31,29,64,,12.04,9.30,3.30,0.83,1.35,1.26,0.52,0.48,0.78,"10,000.00",Finalist
Al Horford BOS 2023,Al Horford,Al Horford,Al Horford,2023,BOS,20,616.7,133,51,132,0.386,28,94,0.298,3,4,0.75,30,113,143,59,22,34,11,47,,6.65,7.15,2.95,1.10,1.70,0.55,0.39,0.30,0.75,"1,000.00",Conf Finalist
Al Horford BOS 2024,Al Horford,Al Horford,Al Horford,2024,BOS,19,574.9,174,66,138,47.8,35,95,36.8,7,11,63.6,35,98,133,40,15,16,12,28,,9.16,7.00,2.11,0.79,0.84,0.63,0.48,0.37,0.64,"100,000.00",Champion
Al Jefferson BOS 2005,Al Jefferson,,Al Jefferson,2005,BOS,7,136,43,17,41,0.415,0,0,0,9,12,0.75,17,28,45,2,4,8,4,16,,6.14,6.43,0.29,0.57,1.14,0.57,0.41,0.00,0.75,10.00,First Round
Al Jefferson UTA 2012,Al Jefferson,,Al Jefferson,2012,UTA,4,140.9,73,36,68,0.529,0,1,0,1,4,0.25,7,27,34,10,5,3,5,10,,18.25,8.50,2.50,1.25,0.75,1.25,0.53,0.00,0.25,10.00,First Round
Al Jefferson CHA 2014,Al Jefferson,,Al Jefferson,2014,CHA,3,105.8,56,26,53,0.491,0,0,0,4,5,0.8,6,22,28,2,1,5,1,7,,18.67,9.33,0.67,0.33,1.67,0.33,0.49,0.00,0.80,10.00,First Round
Al Jefferson CHA 2016,Al Jefferson,,Al Jefferson,2016,CHA,7,168.4,93,42,83,0.506,0,0,0,9,13,0.692,14,29,43,8,4,3,6,12,,13.29,6.14,1.14,0.57,0.43,0.86,0.51,0.00,0.69,10.00,First Round
Al Masino PHI 1954,Al Masino,,Al Masino,1954,PHI,13,96,21,7,20,0.35,,,,7,15,0.467,,,6,7,,,,23,,1.62,0.46,0.54,0.00,0.00,0.00,0.35,0.00,0.47,"10,000.00",Finalist
Al McGuire NYK 1952,Al McGuire,,Al McGuire,1952,NYK,13,208,60,20,51,0.392,,,,20,27,0.741,,,17,14,,,,34,,4.62,1.31,1.08,0.00,0.00,0.00,0.39,0.00,0.74,"10,000.00",Finalist
Al McGuire NYK 1953,Al McGuire,,Al McGuire,1953,NYK,7,62,6,3,14,0.214,,,,0,7,0,,,7,9,,,,11,,0.86,1.00,1.29,0.00,0.00,0.00,0.21,0.00,0.00,"10,000.00",Finalist
Al McGuire NYK 1954,Al McGuire,,Al McGuire,1954,NYK,4,69,18,8,18,0.444,,,,2,9,0.222,,,4,7,,,,15,,4.50,1.00,1.75,0.00,0.00,0.00,0.44,0.00,0.22,,
Al Skinner PHI 1979,Al Skinner,,Al Skinner,1979,PHI,5,47,18,6,17,0.353,,,,6,8,0.75,5,5,10,11,3,1,6,6,,3.60,2.00,2.20,0.60,0.20,1.20,0.35,0.00,0.75,100.00,Conf Semis
Al Tucker WAS 1970,Al Tucker,,Al Tucker,1970,WAS,4,5,4,2,2,1,,,,0,0,0,,,0,0,,,,0,,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,100.00,Conf Semis
Al Wood OKC 1984,Al Wood,,Al Wood,1984,OKC,5,157,60,26,56,0.464,0,1,0,8,12,0.667,7,27,34,10,1,1,7,16,,12.00,6.80,2.00,0.20,0.20,1.40,0.46,0.00,0.67,10.00,First Round
Al-Farouq Aminu DAL 2015,Al-Farouq Aminu,,Al-Farouq Aminu,2015,DAL,5,150.1,56,17,31,0.548,7,11,0.636,15,19,0.789,14,22,36,6,10,8,6,15,,11.20,7.20,1.20,2.00,1.60,1.20,0.55,0.64,0.79,10.00,First Round
Al-Farouq Aminu POR 2016,Al-Farouq Aminu,,Al-Farouq Aminu,2016,POR,11,371.5,161,56,128,0.438,28,70,0.4,21,29,0.724,23,72,95,20,8,10,21,31,,14.64,8.64,1.82,0.73,0.91,1.91,0.44,0.40,0.72,100.00,Conf Semis
Al-Farouq Aminu POR 2017,Al-Farouq Aminu,,Al-Farouq Aminu,2017,POR,4,112.8,48,17,37,0.459,7,17,0.412,7,11,0.636,5,21,26,4,3,4,9,9,,12.00,6.50,1.00,0.75,1.00,2.25,0.46,0.41,0.64,10.00,First Round
Al-Farouq Aminu POR 2018,Al-Farouq Aminu,,Al-Farouq Aminu,2018,POR,4,130.9,69,27,52,0.519,13,30,0.433,2,2,1,12,24,36,5,4,2,6,8,,17.25,9.00,1.25,1.00,0.50,1.50,0.52,0.43,1.00,10.00,First Round
Al-Farouq Aminu POR 2019,Al-Farouq Aminu,,Al-Farouq Aminu,2019,POR,16,399.2,118,38,109,0.349,15,51,0.294,27,36,0.75,29,71,100,21,9,10,16,34,,7.38,6.25,1.31,0.56,0.63,1.00,0.35,0.29,0.75,"1,000.00",Conf Finalist
Alaa Abdelnaby POR 1991,Alaa Abdelnaby,,Alaa Abdelnaby,1991,POR,5,13,4,2,6,0.333,0,0,0,0,0,0,1,2,3,0,0,0,0,0,,0.80,0.60,0.00,0.00,0.00,0.00,0.33,0.00,0.00,"1,000.00",Conf Finalist
Alaa Abdelnaby POR 1992,Alaa Abdelnaby,,Alaa Abdelnaby,1992,POR,8,25,12,5,10,0.5,0,0,0,2,4,0.5,0,4,4,2,0,0,2,4,,1.50,0.50,0.25,0.00,0.00,0.25,0.50,0.00,0.50,"10,000.00",Finalist
Alaa Abdelnaby BOS 1993,Alaa Abdelnaby,,Alaa Abdelnaby,1993,BOS,4,68,22,11,24,0.458,0,0,0,0,0,0,2,11,13,1,0,1,9,7,,5.50,3.25,0.25,0.00,0.25,2.25,0.46,0.00,0.00,10.00,First Round
Alan Anderson BKN 2014,Alan Anderson,,Alan Anderson,2014,BKN,12,261,71,25,62,0.403,9,31,0.29,12,18,0.667,10,22,32,15,10,0,10,32,,5.92,2.67,1.25,0.83,0.00,0.83,0.40,0.29,0.67,100.00,Conf Semis
Alan Anderson BKN 2015,Alan Anderson,,Alan Anderson,2015,BKN,6,141.9,66,25,41,0.61,10,16,0.625,6,9,0.667,2,19,21,7,4,1,8,9,,11.00,3.50,1.17,0.67,0.17,1.33,0.61,0.63,0.67,10.00,First Round
Alan Henderson ATL 1996,Alan Henderson,,Alan Henderson,1996,ATL,10,145,53,23,40,0.575,0,0,0,7,10,0.7,17,10,27,7,1,4,9,20,,5.30,2.70,0.70,0.10,0.40,0.90,0.58,0.00,0.70,100.00,Conf Semis
Alan Henderson ATL 1997,Alan Henderson,,Alan Henderson,1997,ATL,10,136,58,19,34,0.559,0,0,0,20,26,0.769,11,22,33,0,1,3,7,26,,5.80,3.30,0.00,0.10,0.30,0.70,0.56,0.00,0.77,100.00,Conf Semis
Alan Henderson ATL 1998,Alan Henderson,,Alan Henderson,1998,ATL,4,126,51,20,38,0.526,0,1,0,11,18,0.611,10,12,22,4,3,1,6,13,,12.75,5.50,1.00,0.75,0.25,1.50,0.53,0.00,0.61,10.00,First Round
Alan Henderson ATL 1999,Alan Henderson,,Alan Henderson,1999,ATL,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Alan Henderson DAL 2005,Alan Henderson,,Alan Henderson,2005,DAL,9,92,18,8,14,0.571,0,0,0,2,2,1,11,6,17,0,2,2,2,15,,2.00,1.89,0.00,0.22,0.22,0.22,0.57,0.00,1.00,100.00,Conf Semis
Alan Henderson CLE 2006,Alan Henderson,,Alan Henderson,2006,CLE,2,8.9,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Alan Ogg MIA 1992,Alan Ogg,,Alan Ogg,1992,MIA,3,15,3,1,3,0.333,0,0,0,1,2,0.5,0,1,1,0,1,3,0,3,,1.00,0.33,0.00,0.33,1.00,0.00,0.33,0.00,0.50,10.00,First Round
Albert King BKN 1982,Albert King,,Albert King,1982,BKN,2,58,40,18,33,0.545,0,0,0,4,5,0.8,3,5,8,6,5,1,5,8,,20.00,4.00,3.00,2.50,0.50,2.50,0.55,0.00,0.80,10.00,First Round
Albert King BKN 1983,Albert King,,Albert King,1983,BKN,2,68,42,18,38,0.474,1,2,0.5,5,6,0.833,4,4,8,3,2,0,4,12,,21.00,4.00,1.50,1.00,0.00,2.00,0.47,0.50,0.83,10.00,First Round
Albert King BKN 1984,Albert King,,Albert King,1984,BKN,11,295,138,53,128,0.414,0,2,0,32,46,0.696,25,33,58,25,10,4,23,32,,12.55,5.27,2.27,0.91,0.36,2.09,0.41,0.00,0.70,100.00,Conf Semis
Albert King BKN 1985,Albert King,,Albert King,1985,BKN,3,105,66,28,57,0.491,1,1,1,9,13,0.692,4,19,23,5,7,2,10,14,,22.00,7.67,1.67,2.33,0.67,3.33,0.49,1.00,0.69,10.00,First Round
Albert King BKN 1986,Albert King,,Albert King,1986,BKN,3,98,41,18,42,0.429,1,4,0.25,4,4,1,8,5,13,10,2,1,5,15,,13.67,4.33,3.33,0.67,0.33,1.67,0.43,0.25,1.00,10.00,First Round
Alec Burks UTA 2012,Alec Burks,Alec Burks,Alec Burks,2012,UTA,4,63,26,7,28,0.25,0,2,0,12,14,0.857,5,6,11,3,2,0,3,4,,6.50,2.75,0.75,0.50,0.00,0.75,0.25,0.00,0.86,10.00,First Round
Alec Burks UTA 2018,Alec Burks,Alec Burks,Alec Burks,2018,UTA,9,120.4,82,30,64,0.469,9,20,0.45,13,15,0.867,2,22,24,17,4,1,8,9,,9.11,2.67,1.89,0.44,0.11,0.89,0.47,0.45,0.87,100.00,Conf Semis
Alec Burks PHI 2020,Alec Burks,Alec Burks,Alec Burks,2020,PHI,4,94.8,42,16,49,0.327,3,16,0.188,7,9,0.778,7,8,15,7,1,3,3,7,,10.50,3.75,1.75,0.25,0.75,0.75,0.33,0.19,0.78,10.00,First Round
Alec Burks NYK 2021,Alec Burks,Alec Burks,Alec Burks,2021,NYK,5,128,70,24,56,0.429,8,24,0.333,14,19,0.737,5,20,25,13,1,0,4,11,,14.00,5.00,2.60,0.20,0.00,0.80,0.43,0.33,0.74,10.00,First Round
Alec Burks NYK 2024,Alec Burks,Alec Burks,Alec Burks,2024,NYK,6,120.6,89,25,50,50,12,28,42.9,27,32,84.4,4,16,20,6,1,1,0,6,,14.83,3.33,1.00,0.17,0.17,0.00,0.50,0.43,0.84,10.00,First Round
Alec Kessler MIA 1992,Alec Kessler,,Alec Kessler,1992,MIA,2,12,2,0,2,0,0,0,0,2,2,1,0,1,1,0,0,0,1,1,,1.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,1.00,10.00,First Round
Aleksandar Pavlovic CLE 2006,Sasha Pavlovic,,Aleksandar Pavlovic,2006,CLE,3,3.7,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Aleksandar Pavlovic CLE 2007,Sasha Pavlovic,,Aleksandar Pavlovic,2007,CLE,20,615.7,183,72,189,0.381,20,58,0.345,19,36,0.528,13,38,51,32,19,5,36,64,,9.15,2.55,1.60,0.95,0.25,1.80,0.38,0.34,0.53,"10,000.00",Finalist
Aleksandar Pavlovic CLE 2008,Sasha Pavlovic,,Aleksandar Pavlovic,2008,CLE,8,111.1,28,10,26,0.385,4,9,0.444,4,6,0.667,6,4,10,1,2,0,2,17,,3.50,1.25,0.13,0.25,0.00,0.25,0.38,0.44,0.67,100.00,Conf Semis
Aleksandar Pavlovic CLE 2009,Sasha Pavlovic,,Aleksandar Pavlovic,2009,CLE,11,91.4,23,10,20,0.5,2,8,0.25,1,3,0.333,1,14,15,4,4,0,3,9,,2.09,1.36,0.36,0.36,0.00,0.27,0.50,0.25,0.33,"1,000.00",Conf Finalist
Aleksandar Pavlovic BOS 2012,Sasha Pavlovic,,Aleksandar Pavlovic,2012,BOS,10,40.3,7,3,9,0.333,1,5,0.2,0,0,0,2,3,5,1,1,1,4,4,,0.70,0.50,0.10,0.10,0.10,0.40,0.33,0.20,0.00,"1,000.00",Conf Finalist
Alex Abrines OKC 2017,Alex Abrines,,Alex Abrines,2017,OKC,5,80.1,24,8,23,0.348,5,17,0.294,3,4,0.75,2,7,9,4,0,0,0,8,,4.80,1.80,0.80,0.00,0.00,0.00,0.35,0.29,0.75,10.00,First Round
Alex Abrines OKC 2018,Alex Abrines,,Alex Abrines,2018,OKC,6,109.9,24,8,20,0.4,6,13,0.462,2,2,1,3,13,16,2,5,2,1,11,,4.00,2.67,0.33,0.83,0.33,0.17,0.40,0.46,1.00,10.00,First Round
Alex Caruso LAL 2020,Alex Caruso,Alex Caruso,Alex Caruso,2020,LAL,21,509.8,137,48,113,0.425,17,61,0.279,24,30,0.8,15,33,48,59,23,12,31,55,,6.52,2.29,2.81,1.10,0.57,1.48,0.42,0.28,0.80,"100,000.00",Champion
Alex Caruso LAL 2021,Alex Caruso,Alex Caruso,Alex Caruso,2021,LAL,6,120.7,35,14,38,0.368,5,17,0.294,2,2,1,2,6,8,3,1,4,7,12,,5.83,1.33,0.50,0.17,0.67,1.17,0.37,0.29,1.00,10.00,First Round
Alex Caruso CHI 2022,Alex Caruso,Alex Caruso,Alex Caruso,2022,CHI,4,113.4,25,9,23,0.391,7,18,0.389,0,0,0,2,9,11,17,5,4,1,11,,6.25,2.75,4.25,1.25,1.00,0.25,0.39,0.39,0.00,10.00,First Round
Alex English MIL 1978,Alex English,,Alex English,1978,MIL,9,208,121,48,78,0.615,,,,25,32,0.781,16,26,42,13,6,7,12,20,,13.44,4.67,1.44,0.67,0.78,1.33,0.62,0.00,0.78,100.00,Conf Semis
Alex English DEN 1982,Alex English,,Alex English,1982,DEN,3,118,58,26,55,0.473,0,0,0,6,7,0.857,8,15,23,17,3,3,4,6,,19.33,7.67,5.67,1.00,1.00,1.33,0.47,0.00,0.86,10.00,First Round
Alex English DEN 1983,Alex English,,Alex English,1983,DEN,7,270,181,67,150,0.447,0,2,0,47,53,0.887,20,24,44,42,4,7,21,21,,25.86,6.29,6.00,0.57,1.00,3.00,0.45,0.00,0.89,100.00,Conf Semis
Alex English DEN 1984,Alex English,,Alex English,1984,DEN,5,203,145,60,102,0.588,0,1,0,25,28,0.893,16,24,40,28,3,2,7,17,,29.00,8.00,5.60,0.60,0.40,1.40,0.59,0.00,0.89,10.00,First Round
Alex English DEN 1985,Alex English,,Alex English,1985,DEN,14,536,423,163,304,0.536,0,1,0,97,109,0.89,36,56,92,63,17,5,30,40,,30.21,6.57,4.50,1.21,0.36,2.14,0.54,0.00,0.89,"1,000.00",Conf Finalist
Alex English DEN 1986,Alex English,,Alex English,1986,DEN,10,394,273,106,229,0.463,0,1,0,61,71,0.859,18,17,35,52,4,4,28,29,,27.30,3.50,5.20,0.40,0.40,2.80,0.46,0.00,0.86,100.00,Conf Semis
Alex English DEN 1987,Alex English,,Alex English,1987,DEN,3,76,56,25,49,0.51,0,0,0,6,7,0.857,10,4,14,10,0,0,8,9,,18.67,4.67,3.33,0.00,0.00,2.67,0.51,0.00,0.86,10.00,First Round
Alex English DEN 1988,Alex English,,Alex English,1988,DEN,11,438,267,116,255,0.455,0,3,0,35,43,0.814,31,28,59,48,7,3,16,34,,24.27,5.36,4.36,0.64,0.27,1.45,0.45,0.00,0.81,100.00,Conf Semis
Alex English DEN 1989,Alex English,,Alex English,1989,DEN,3,108,78,32,62,0.516,0,0,0,14,16,0.875,8,5,13,11,1,0,14,6,,26.00,4.33,3.67,0.33,0.00,4.67,0.52,0.00,0.88,10.00,First Round
Alex English DEN 1990,Alex English,,Alex English,1990,DEN,3,76,59,25,44,0.568,0,0,0,9,11,0.818,3,6,9,9,2,1,2,6,,19.67,3.00,3.00,0.67,0.33,0.67,0.57,0.00,0.82,10.00,First Round
Alex Groza INO 1950,Alex Groza,,Alex Groza,1950,INO,6,0,137,44,74,0.595,,,,49,59,0.831,,,0,12,,,,21,,22.83,0.00,2.00,0.00,0.00,0.00,0.59,0.00,0.83,"1,000.00",Conf Finalist
Alex Groza INO 1951,Alex Groza,,Alex Groza,1951,INO,3,0,97,36,73,0.493,,,,25,33,0.758,,,42,2,,,,14,,32.33,14.00,0.67,0.00,0.00,0.00,0.49,0.00,0.76,100.00,Conf Semis
Alex Hannum PHI 1950,Alex Hannum,,Alex Hannum,1950,PHI,11,0,93,38,86,0.442,,,,17,34,0.5,,,0,10,,,,50,,8.45,0.00,0.91,0.00,0.00,0.00,0.44,0.00,0.50,"10,000.00",Finalist
Alex Hannum PHI 1951,Alex Hannum,,Alex Hannum,1951,PHI,7,0,42,17,39,0.436,,,,8,10,0.8,,,47,17,,,,37,,6.00,6.71,2.43,0.00,0.00,0.00,0.44,0.00,0.80,"1,000.00",Conf Finalist
Alex Hannum SAC 1952,Alex Hannum,,Alex Hannum,1952,SAC,6,146,40,16,42,0.381,,,,8,13,0.615,,,26,8,,,,30,,6.67,4.33,1.33,0.00,0.00,0.00,0.38,0.00,0.62,"1,000.00",Conf Finalist
