NAME,W,L,,,NAME,W,L,% W,,NAME,TOT,W,L,% W
Damian Jones,6,2,75.00%,,Sly Williams,1,2,33.33%,,,,,,
Lucas Nogueira,3,2,60.00%,,Linton Townes,1,2,33.33%,,,,,,
Shaquille Harrison,3,2,60.00%,,Chris Washburn,1,2,33.33%,,,,,,
Boo Ellis,3,2,60.00%,,Jim Farmer,1,2,33.33%,,,,,,
Donny Marshall,3,2,60.00%,,Antonio Harvey,1,2,33.33%,,,,,,
Adonal Foyle,3,2,60.00%,,Chris Crawford,1,2,33.33%,,,,,,
Howie Jolliff,2,2,50.00%,,Bryce Drew,1,2,33.33%,,,,,,
Rick Roberson,2,2,50.00%,,Stanley Johnson,1,2,33.33%,,,,,,
Dorie Murrey,2,2,50.00%,,Jarrell Brantley,1,2,33.33%,,,,,,
Brad Holland,3,2,60.00%,,Chuma Okeke,1,2,33.33%,,,,,,
Jarvis Hayes,2,2,50.00%,,Taj Gibson,4,9,30.77%,,,,,,
James Young,2,2,50.00%,,Bob Lanier,4,9,30.77%,,,,,,
Zach Collins,2,2,50.00%,,Patrick Beverley,4,9,30.77%,,,,,,
Troy Brown,2,2,50.00%,,Lou Hudson,4,9,30.77%,,,,,,
Leonard Miller,4,2,66.67%,,Jim Paxson,4,9,30.77%,,,,,,
Jerrod Mustaf,2,2,50.00%,,LaMarcus Aldridge,4,9,30.77%,,,,,,
George Johnson (1956),2,2,50.00%,,Larry Costello,4,9,30.77%,,,,,,
Ed Rains,2,2,50.00%,,Eduardo Najera,4,9,30.77%,,,,,,
James White,2,2,50.00%,,Sam Mitchell,4,9,30.77%,,,,,,
Bob Warlick,1,2,33.33%,,Zach Randolph,4,9,30.77%,,,,,,
Greg Kelser,1,2,33.33%,,Wesley Matthews,4,9,30.77%,,,,,,
Maurice Martin,1,2,33.33%,,Baron Davis,3,7,30.00%,,,,,,
Ben McDonald,2,2,50.00%,,Jeff Foster,3,7,30.00%,,,,,,
Brian Quinnett,1,2,33.33%,,Joe Ingles,3,7,30.00%,,,,,,
Mario Bennett,2,2,50.00%,,Don Ohl,3,7,30.00%,,,,,,
Shawnelle Scott,2,2,50.00%,,Mark Price,3,7,30.00%,,,,,,
Matt Carroll,1,2,33.33%,,Odie Spears,3,7,30.00%,,,,,,
Joel Freeland,1,2,33.33%,,Walter Dukes,3,7,30.00%,,,,,,
Wendell Moore,2,2,50.00%,,Kyle Macy,3,7,30.00%,,,,,,
Andy Duncan,1,2,33.33%,,Ed Conlin,3,7,30.00%,,,,,,
Fran Curran,1,2,33.33%,,Terrell Brandon,3,7,30.00%,,,,,,
Bill Tosheff,1,2,33.33%,,Bonzi Wells,3,7,30.00%,,,,,,
Jim Paxson Sr,1,2,33.33%,,Vern Fleming,3,7,30.00%,,,,,,
Alonzo Bradley,1,2,33.33%,,Otis Birdsong,3,7,30.00%,,,,,,
Sly Williams,1,2,33.33%,,Grant Long,3,7,30.00%,,,,,,
Linton Townes,1,2,33.33%,,Meyers Leonard,3,7,30.00%,,,,,,
Chris Washburn,1,2,33.33%,,Gerald Wallace,3,7,30.00%,,,,,,
Jim Farmer,1,2,33.33%,,Jay Humphries,3,7,30.00%,,,,,,
Antonio Harvey,1,2,33.33%,,Anthony Carter,3,7,30.00%,,,,,,
Chris Crawford,1,2,33.33%,,Kiki Vandeweghe,5,12,29.41%,,,,,,
Bryce Drew,1,2,33.33%,,Archie Clark,4,10,28.57%,,,,,,
Stanley Johnson,1,2,33.33%,,Al Bianchi,4,10,28.57%,,,,,,
Jarrell Brantley,1,2,33.33%,,Damian Lillard,4,10,28.57%,,,,,,
Chuma Okeke,1,2,33.33%,,CJ McCollum,4,10,28.57%,,,,,,
Jake Bornheimer,0,2,0.00%,,Joe Kleine,4,10,28.57%,,,,,,
Frank Kudelka,0,2,0.00%,,Spencer Hawes,2,5,28.57%,,,,,,
Ron Livingstone,0,2,0.00%,,Jim Barnett,2,5,28.57%,,,,,,
Leo Mogus,0,2,0.00%,,Kent Benson,2,5,28.57%,,,,,,
Duane Klueh,0,2,0.00%,,Jeff Cook,2,5,28.57%,,,,,,
Don Lofgran,0,2,0.00%,,Sam Bowie,2,5,28.57%,,,,,,
Ralph O'Brien,0,2,0.00%,,Morris Peterson,2,5,28.57%,,,,,,
Don Ackerman,0,2,0.00%,,DJ Augustin,2,5,28.57%,,,,,,
Barry Clemens,0,2,0.00%,,Omer Asik,2,5,28.57%,,,,,,
Dave Schellhase,0,2,0.00%,,Darren Collison,2,5,28.57%,,,,,,
Ed Manning,0,2,0.00%,,Dorian Finney-Smith,2,5,28.57%,,,,,,
Bob Kauffman,0,2,0.00%,,Ron Anderson,2,5,28.57%,,,,,,
Bud Ogden,0,2,0.00%,,Michael Beasley,2,5,28.57%,,,,,,
Paul Ruffner,0,2,0.00%,,Manute Bol,2,5,28.57%,,,,,,
Tom Kropp,0,2,0.00%,,Kevin Porter (1950),2,5,28.57%,,,,,,
Jan Van Breda Kolff,0,2,0.00%,,Norm Van Lier,2,5,28.57%,,,,,,
John Williamson,0,2,0.00%,,Dudley Bradley,2,5,28.57%,,,,,,
James Ray,0,2,0.00%,,Gary Trent,2,5,28.57%,,,,,,
Charles Jones (1962),0,2,0.00%,,Spencer Dinwiddie,2,5,28.57%,,,,,,
Otis Smith,0,2,0.00%,,Bones McKinney,2,5,28.57%,,,,,,
Mark Alarie,0,2,0.00%,,Larry Kenon,2,5,28.57%,,,,,,
Jerome Lane,0,2,0.00%,,John Drew,2,5,28.57%,,,,,,
Tim Kempton,0,2,0.00%,,Bernard King,2,5,28.57%,,,,,,
Adrian Caldwell,0,2,0.00%,,Monk Meineke,2,5,28.57%,,,,,,
Steve Henson,0,2,0.00%,,Blair Rasmussen,2,5,28.57%,,,,,,
Greg Sutton,0,2,0.00%,,Jerryd Bayless,2,5,28.57%,,,,,,
Paul Graham,0,2,0.00%,,Quincy Pondexter,2,5,28.57%,,,,,,
Lorenzo Williams,0,2,0.00%,,Mike Glenn,2,5,28.57%,,,,,,
Byron Houston,0,2,0.00%,,Kris Humphries,2,5,28.57%,,,,,,
Brian Evans,0,2,0.00%,,Gene Banks,2,5,28.57%,,,,,,
Chris Mihm,0,2,0.00%,,Dorell Wright,2,5,28.57%,,,,,,
Daniel Santiago,0,2,0.00%,,David Wesley,3,8,27.27%,,,,,,
Marcus Haislip,0,2,0.00%,,Jeff Malone,3,8,27.27%,,,,,,
Stromile Swift,0,2,0.00%,,Mike Gminski,3,8,27.27%,,,,,,
Antonio Burks,0,2,0.00%,,Tracy McGrady,3,9,25.00%,,,,,,
Donell Taylor,0,2,0.00%,,Hot Rod Williams,3,9,25.00%,,,,,,
Hakim Warrick,0,2,0.00%,,Tim Hardaway,3,9,25.00%,,,,,,
Jerome Jordan,0,2,0.00%,,George Gervin,3,9,25.00%,,,,,,
Tyreke Evans,0,2,0.00%,,Danny Manning,3,9,25.00%,,,,,,
Jordan Mickey,0,2,0.00%,,Mike Brown (1963),3,9,25.00%,,,,,,
Joffrey Lauvergne,0,2,0.00%,,Steve Blake,3,9,25.00%,,,,,,
Kyle O'Quinn,0,2,0.00%,,Adrian Smith,2,6,25.00%,,,,,,
Dzanan Musa,0,2,0.00%,,Robin Lopez,2,6,25.00%,,,,,,
Day'Ron Sharpe,0,2,0.00%,,Greg Buckner,2,6,25.00%,,,,,,
Cam Thomas,0,2,0.00%,,Brian Winters,2,6,25.00%,,,,,,
BJ Boston,0,2,0.00%,,Olden Polynice,2,6,25.00%,,,,,,
Lamar Stevens,0,2,0.00%,,Reggie Evans,2,6,25.00%,,,,,,
Chris Livingston,0,2,0.00%,,Aaron Brooks,2,6,25.00%,,,,,,
Jett Howard,0,2,0.00%,,Arron Afflalo,2,6,25.00%,,,,,,
Goga Bitadze,0,2,0.00%,,Tom Boerwinkle,2,6,25.00%,,,,,,
Larry Siegfried,14,1,93.33%,,Malik Allen,2,6,25.00%,,,,,,
Quinn Cook,10,1,90.91%,,Jack Twyman,2,6,25.00%,,,,,,
Jim Holstein,7,1,87.50%,,Jim Davis,2,6,25.00%,,,,,,
James Michael McAdoo,9,1,90.00%,,Bob Love,2,6,25.00%,,,,,,
Arnie Ferrin,8,1,88.89%,,Howard Porter,2,6,25.00%,,,,,,
Don Carlson,8,1,88.89%,,Kosta Koufos,2,6,25.00%,,,,,,
Jordan Bell,7,1,87.50%,,Chuck Noble,2,6,25.00%,,,,,,
Jason Caffey,6,1,85.71%,,Kevin Gamble,2,6,25.00%,,,,,,
Jordan Poole,5,1,83.33%,,Othella Harrington,2,6,25.00%,,,,,,
Speedy Claxton,5,1,83.33%,,Keith Askins,2,6,25.00%,,,,,,
Glenn McDonald,4,1,80.00%,,Scott Padgett,2,6,25.00%,,,,,,
Jim Ard,4,1,80.00%,,Garrett Temple,2,6,25.00%,,,,,,
Stephen Howard,5,1,83.33%,,Raul Neto,2,6,25.00%,,,,,,
Aaron Wiggins,5,1,83.33%,,Mel Hutchins,2,6,25.00%,,,,,,
Jalen Williams,5,1,83.33%,,Fred Schaus,2,6,25.00%,,,,,,
Cason Wallace,5,1,83.33%,,Willie Jones,1,3,25.00%,,,,,,
Chet Holmgren,5,1,83.33%,,Jackie Moreland,1,3,25.00%,,,,,,
Jaylin Williams,5,1,83.33%,,Don Adams,1,3,25.00%,,,,,,
Dion Waiters,4,1,80.00%,,Johnny High,1,3,25.00%,,,,,,
Bud Grant,5,1,83.33%,,Purvis Short,1,3,25.00%,,,,,,
Greg Smith (1947),4,1,80.00%,,Sarunas Marciulionis,1,3,25.00%,,,,,,
Derrek Dickey,4,1,80.00%,,Benoit Benjamin,1,3,25.00%,,,,,,
Richard Dumas,4,1,80.00%,,Kenny Thomas,1,3,25.00%,,,,,,
Ralph Kaplowitz,4,1,80.00%,,Anthony Parker,1,3,25.00%,,,,,,
Kenrich Williams,5,1,83.33%,,Jamario Moon,1,3,25.00%,,,,,,
Ousmane Dieng,4,1,80.00%,,Jarrett Jack,1,3,25.00%,,,,,,
Joe Hutton,4,1,80.00%,,OJ Mayo,1,3,25.00%,,,,,,
Lloyd Neal,4,1,80.00%,,Kelly Oubre,1,3,25.00%,,,,,,
David Thirdkill,4,1,80.00%,,Cal Christensen,1,3,25.00%,,,,,,
Sviatoslav Mykhailiuk,4,1,80.00%,,Dave Meyers,1,3,25.00%,,,,,,
PJ Washington,3,1,75.00%,,Phil Ford,1,3,25.00%,,,,,,
Jaden Hardy,3,1,75.00%,,John Bagley,1,3,25.00%,,,,,,
Bennedict Mathurin,3,1,75.00%,,James Ennis,1,3,25.00%,,,,,,
Johnny Furphy,3,1,75.00%,,Stan Stutz,1,3,25.00%,,,,,,
Jim Tucker,3,1,75.00%,,Dike Eddleman,1,3,25.00%,,,,,,
Gary Phillips,3,1,75.00%,,Joe Holland,1,3,25.00%,,,,,,
Corky Calhoun,3,1,75.00%,,Johnny Green,1,3,25.00%,,,,,,
Carlos Clark,4,1,80.00%,,Rick Adelman,1,3,25.00%,,,,,,
Buddy Jeannette,3,1,75.00%,,Dale Schlueter,1,3,25.00%,,,,,,
Ronald Dupree,3,1,75.00%,,Kenny Charles,1,3,25.00%,,,,,,
Shelden Williams,3,1,75.00%,,Slick Watts,1,3,25.00%,,,,,,
Jordan Nwora,4,1,80.00%,,Austin Carr,1,3,25.00%,,,,,,
Dereck Lively,3,1,75.00%,,Bingo Smith,1,3,25.00%,,,,,,
AJ Lawson,3,1,75.00%,,Allan Bristow,1,3,25.00%,,,,,,
Dwayne Jones,3,1,75.00%,,Louie Dampier,1,3,25.00%,,,,,,
Perry Jones,3,1,75.00%,,Terry Catledge,1,3,25.00%,,,,,,
Mamadi Diakite,3,1,75.00%,,Jerome James,1,3,25.00%,,,,,,
Win Wilfong,2,1,66.67%,,Alvin Williams,1,3,25.00%,,,,,,
Bill Hewitt,2,1,66.67%,,Luke Ridnour,1,3,25.00%,,,,,,
Luther Rackley,2,1,66.67%,,Kwame Brown,1,3,25.00%,,,,,,
Phil Lumpkin,2,1,66.67%,,Greivis Vasquez,1,3,25.00%,,,,,,
Swen Nater,3,1,75.00%,,Kenneth Faried,1,3,25.00%,,,,,,
Conner Henry,3,1,75.00%,,Jordan Hill,1,3,25.00%,,,,,,
Ralph Lewis,2,1,66.67%,,Justise Winslow,1,3,25.00%,,,,,,
Jimmy Jones,2,1,66.67%,,Gerry Ward,1,3,25.00%,,,,,,
Nik Stauskas,2,1,66.67%,,Armond Hill,1,3,25.00%,,,,,,
Malik Fitts,2,1,66.67%,,Terry Tyler,1,3,25.00%,,,,,,
Neemias Queta,3,1,75.00%,,Tyrus Thomas,1,3,25.00%,,,,,,
Jordan Walsh,3,1,75.00%,,Jordan Crawford,1,3,25.00%,,,,,,
Michael Olowokandi,2,1,66.67%,,Justin Anderson,1,3,25.00%,,,,,,
Trenton Hassell,2,1,66.67%,,Chink Crossin,1,3,25.00%,,,,,,
Orlando Johnson,2,1,66.67%,,Gene Vance,1,3,25.00%,,,,,,
Shane Larkin,2,1,66.67%,,Ralph Simpson,1,3,25.00%,,,,,,
Wenyen Gabriel,2,1,66.67%,,Allen Crabbe,1,3,25.00%,,,,,,
Justin Jackson,3,1,75.00%,,Nicolas Claxton,1,3,25.00%,,,,,,
Terrence Shannon,2,1,66.67%,,Josh Okogie,1,3,25.00%,,,,,,
Ed Peterson,2,1,66.67%,,Kenny Rollins,1,3,25.00%,,,,,,
Ray Corley,2,1,66.67%,,Ralph Johnson,1,3,25.00%,,,,,,
Steve Bracey,2,1,66.67%,,Bob Portman,1,3,25.00%,,,,,,
Matt Zunic,2,1,66.67%,,Bimbo Coles,1,3,25.00%,,,,,,
Bill Melchionni,2,1,66.67%,,Marcus Banks,1,3,25.00%,,,,,,
Lorenzo Romar,2,1,66.67%,,Anthony Tolliver,1,3,25.00%,,,,,,
Kenny Battle,2,1,66.67%,,Trey Lyles,1,3,25.00%,,,,,,
Gerald Paddio,2,1,66.67%,,Rondae Hollis-Jefferson,1,3,25.00%,,,,,,
Dee Brown (1984),2,1,66.67%,,Timothe Luwawu,1,3,25.00%,,,,,,
Renaldo Balkman,2,1,66.67%,,Dean Wade,1,3,25.00%,,,,,,
Aaron Jackson,2,1,66.67%,,Cherokee Parks,1,3,25.00%,,,,,,
Tarik Black,2,1,66.67%,,Andrew Goudelock,1,3,25.00%,,,,,,
DJ Wilson,2,1,66.67%,,Jayson Williams,1,3,25.00%,,,,,,
Andrew Levane,1,1,50.00%,,Tracy Murray,1,3,25.00%,,,,,,
Jim Neal,2,1,66.67%,,Michael Stewart,1,3,25.00%,,,,,,
Dick Rosenthal,1,1,50.00%,,Darius Morris,1,3,25.00%,,,,,,
Dick Hemric,2,1,66.67%,,Kevin Knox,1,3,25.00%,,,,,,
Lou Tsioropoulos,1,1,50.00%,,Nicolas Batum,3,10,23.08%,,,,,,
Bob McNeill,1,1,50.00%,,Dominique Wilkins,3,10,23.08%,,,,,,
Gary Hill,1,1,50.00%,,Anthony Peeler,3,10,23.08%,,,,,,
Charlie Paulk,2,1,66.67%,,Dell Curry,3,10,23.08%,,,,,,
Walker Russell Sr,1,1,50.00%,,Danilo Gallinari,2,7,22.22%,,,,,,
Bob O'Brien,1,1,50.00%,,Walt Bellamy,2,7,22.22%,,,,,,
Hank Beenders,1,1,50.00%,,Sleepy Floyd,2,7,22.22%,,,,,,
Wilbert Kautz,1,1,50.00%,,Derrick Coleman,2,7,22.22%,,,,,,
Carl Shaeffer,1,1,50.00%,,Dan Roundfield,2,7,22.22%,,,,,,
Mal McMullen,1,1,50.00%,,Jack Marin,2,7,22.22%,,,,,,
Gerry Calabrese,1,1,50.00%,,Jannero Pargo,2,7,22.22%,,,,,,
Don Boven,1,1,50.00%,,Royce O'Neale,2,7,22.22%,,,,,,
Bob Carney,1,1,50.00%,,Gene Shue,2,7,22.22%,,,,,,
Bob Schafer,1,1,50.00%,,Antawn Jamison,2,7,22.22%,,,,,,
Jack Stephens,1,1,50.00%,,Steve Hawes,2,7,22.22%,,,,,,
Vern Hatton,1,1,50.00%,,Tom McMillen,2,7,22.22%,,,,,,
Charlie Hardnett,1,1,50.00%,,Jerry Sloan,2,8,20.00%,,,,,,
Greg Fillmore,1,1,50.00%,,Mark Olberding,2,8,20.00%,,,,,,
Chuck Lowery,1,1,50.00%,,Grant Hill,2,8,20.00%,,,,,,
Ron Riley,1,1,50.00%,,John Mahnken,1,4,20.00%,,,,,,
Ed Ratleff,1,1,50.00%,,Len Chappell,1,4,20.00%,,,,,,
Gus Bailey,1,1,50.00%,,Randy Smith,1,4,20.00%,,,,,,
Bobby Wilson,1,1,50.00%,,John Mengelt,1,4,20.00%,,,,,,
Luke Witte,1,1,50.00%,,James Silas,1,4,20.00%,,,,,,
Dwight Davis,1,1,50.00%,,Billy McKinney,1,4,20.00%,,,,,,
Sonny Parker,1,1,50.00%,,Cuttino Mobley,1,4,20.00%,,,,,,
Goo Kennedy,1,1,50.00%,,Brian Skinner,1,4,20.00%,,,,,,
Ron Boone,1,1,50.00%,,Yao Ming,1,4,20.00%,,,,,,
J.J. Anderson,1,1,50.00%,,Chuck Hayes,1,4,20.00%,,,,,,
Jerry Eaves,1,1,50.00%,,Hassan Whiteside,1,4,20.00%,,,,,,
Bill Garnett,1,1,50.00%,,Tyus Jones,1,4,20.00%,,,,,,
Pace Mannion,1,1,50.00%,,Dillon Brooks,1,4,20.00%,,,,,,
Greg Stokes,1,1,50.00%,,Pete Maravich,1,4,20.00%,,,,,,
Jerome Whitehead,1,1,50.00%,,Jeff Ruland,1,4,20.00%,,,,,,
Eddie Hughes,1,1,50.00%,,Wayman Tisdale,1,4,20.00%,,,,,,
Bart Kofoed,1,1,50.00%,,Ben Gordon,1,4,20.00%,,,,,,
Tom Tolbert,1,1,50.00%,,Hub Reed,1,4,20.00%,,,,,,
Tony Bennett,1,1,50.00%,,Ray Scott,1,4,20.00%,,,,,,
Cory Alexander,1,1,50.00%,,John Barnhill,1,4,20.00%,,,,,,
Derrick Williams,2,1,66.67%,,Vin Baker,1,4,20.00%,,,,,,
Jacob Evans,2,1,66.67%,,Andray Blatche,1,4,20.00%,,,,,,
Reggie Geary,1,1,50.00%,,Jason Smith,1,4,20.00%,,,,,,
Corey Beck,1,1,50.00%,,Mirza Teletovic,1,4,20.00%,,,,,,
Todd Fuller,1,1,50.00%,,Josh Richardson,1,4,20.00%,,,,,,
Ira Bowman,1,1,50.00%,,Caris LeVert,1,4,20.00%,,,,,,
Todd Day,1,1,50.00%,,Ja Morant,1,4,20.00%,,,,,,
Toby Bailey,1,1,50.00%,,Desmond Bane,1,4,20.00%,,,,,,
Lee Nailon,1,1,50.00%,,Jaren Jackson Jr,1,4,20.00%,,,,,,
Danny Fortson,1,1,50.00%,,Tim McCormick,1,4,20.00%,,,,,,
Quinton Ross,1,1,50.00%,,Sherman Douglas,1,4,20.00%,,,,,,
Corey Maggette,1,1,50.00%,,Ryan Bowen,1,4,20.00%,,,,,,
Marcus D. Williams,1,1,50.00%,,Andres Nocioni,1,4,20.00%,,,,,,
Hassan Adams,1,1,50.00%,,Campy Russell,1,4,20.00%,,,,,,
Josh Boone,1,1,50.00%,,Danny Vranes,1,4,20.00%,,,,,,
Rafael Araujo,2,1,66.67%,,Richard Anderson,1,4,20.00%,,,,,,
Tarence Kinsey,2,1,66.67%,,Joe Barry Carroll,1,4,20.00%,,,,,,
JJ Hickson,1,1,50.00%,,Chris Mills,1,4,20.00%,,,,,,
Marquis Teague,1,1,50.00%,,Darius Songaila,1,4,20.00%,,,,,,
Marcus Thornton,1,1,50.00%,,Jared Jeffries,1,4,20.00%,,,,,,
Thomas Robinson,1,1,50.00%,,Brandon Jennings,1,4,20.00%,,,,,,
Donald Sloan,2,1,66.67%,,John Konchar,1,4,20.00%,,,,,,
Brian Roberts,1,1,50.00%,,Ben Warley,1,4,20.00%,,,,,,
Luis Montero,1,1,50.00%,,Clarence Weatherspoon,1,4,20.00%,,,,,,
Sheldon Mac,1,1,50.00%,,Dave Robisch,1,4,20.00%,,,,,,
Jonah Bolden,1,1,50.00%,,Micheal Ray Richardson,1,4,20.00%,,,,,,
Gary Clark,1,1,50.00%,,Kelvin Ransey,1,4,20.00%,,,,,,
Yogi Ferrell,2,1,66.67%,,Michael Ruffin,1,4,20.00%,,,,,,
Daniel Oturu,2,1,66.67%,,Jeff Lamp,1,4,20.00%,,,,,,
Quentin Grimes,1,1,50.00%,,Jack Kerris,1,4,20.00%,,,,,,
Anthony Lamb,1,1,50.00%,,Reggie Theus,1,4,20.00%,,,,,,
Jaylen Clark,2,1,66.67%,,Earl Clark,1,4,20.00%,,,,,,
Brandin Podziemski,1,1,50.00%,,Stan Miasek,1,4,20.00%,,,,,,
Quinten Post,1,1,50.00%,,Uwe Blab,1,4,20.00%,,,,,,
Gui Santos,1,1,50.00%,,Carmelo Anthony,3,13,18.75%,,,,,,
Pat Spencer,1,1,50.00%,,Dave Bing,1,5,16.67%,,,,,,
Bill Davis,1,1,50.00%,,Jim Fox,1,5,16.67%,,,,,,
Joe Colone,1,1,50.00%,,George Trapp,1,5,16.67%,,,,,,
Gene James,1,1,50.00%,,Pat Cummings,1,5,16.67%,,,,,,
Ray Ragelis,1,1,50.00%,,Steve Colter,1,5,16.67%,,,,,,
Mo Mahoney,1,1,50.00%,,Wesley Person,1,5,16.67%,,,,,,
Norm Swanson,1,1,50.00%,,Mike Gale,1,5,16.67%,,,,,,
Lennie Rosenbluth,1,1,50.00%,,David Thompson,1,5,16.67%,,,,,,
Swede Halbrook,1,1,50.00%,,Buck Johnson,1,5,16.67%,,,,,,
York Larese,1,1,50.00%,,Kendall Gill,1,5,16.67%,,,,,,
Ted Luckenbill,1,1,50.00%,,John Salmons,1,5,16.67%,,,,,,
Bob Duffy (1940),1,1,50.00%,,Gilbert Arenas,1,5,16.67%,,,,,,
Larry Jones,1,1,50.00%,,Steve Novak,1,5,16.67%,,,,,,
Mike Price,1,1,50.00%,,Luc Mbah a Moute,1,5,16.67%,,,,,,
Owen Wells,1,1,50.00%,,Mike Dunleavy,1,5,16.67%,,,,,,
Henry Dickerson,1,1,50.00%,,Connie Dierking,1,5,16.67%,,,,,,
Sidney Wicks,1,1,50.00%,,Kelly Tripucka,1,5,16.67%,,,,,,
Fred Saunders,1,1,50.00%,,Tom Hammonds,1,5,16.67%,,,,,,
Al Skinner,1,1,50.00%,,Stephon Marbury,1,5,16.67%,,,,,,
Jeff Judkins,1,1,50.00%,,Jerome Williams,1,5,16.67%,,,,,,
Michael Young,1,1,50.00%,,Robert Traylor,1,5,16.67%,,,,,,
Scott Roth,1,1,50.00%,,Grayson Allen,1,5,16.67%,,,,,,
Andre Turner,1,1,50.00%,,Mickey Johnson,1,5,16.67%,,,,,,
Victor Alexander,1,1,50.00%,,Gary Grant,1,5,16.67%,,,,,,
Steve Burtt,1,1,50.00%,,Bo Outlaw,1,5,16.67%,,,,,,
Marty Conlon,1,1,50.00%,,Ruben Patterson,1,5,16.67%,,,,,,
Jo Jo English,1,1,50.00%,,Muggsy Bogues,1,5,16.67%,,,,,,
Skeeter Henry,1,1,50.00%,,Roger Mason,1,5,16.67%,,,,,,
Trevor Ruffin,1,1,50.00%,,Greg Anderson,1,5,16.67%,,,,,,
Olivier-Maxence Prosper,1,1,50.00%,,Harvey Grant,1,5,16.67%,,,,,,
Rodney White,1,1,50.00%,,Eric Piatkowski,1,5,16.67%,,,,,,
Brandon Armstrong,1,1,50.00%,,Mike O'Koren,1,5,16.67%,,,,,,
Daniel Ewing,1,1,50.00%,,Albert King,1,5,16.67%,,,,,,
Gabe Pruitt,1,1,50.00%,,Michael Adams,1,5,16.67%,,,,,,
Emeka Okafor,1,1,50.00%,,Larry Krystkowiak,1,5,16.67%,,,,,,
Lester Hudson,1,1,50.00%,,Aaron Holiday,1,5,16.67%,,,,,,
Josh Huestis,1,1,50.00%,,Andre Miller,2,11,15.38%,,,,,,
Troy Williams,1,1,50.00%,,Rod Strickland,2,11,15.38%,,,,,,
Bobby Brown,1,1,50.00%,,Dee Brown (1968),1,6,14.29%,,,,,,
Darius Miller,1,1,50.00%,,Monta Ellis,1,6,14.29%,,,,,,
Cheick Diallo,1,1,50.00%,,Chris Duhon,1,6,14.29%,,,,,,
Michael Frazier,1,1,50.00%,,Alec Burks,1,6,14.29%,,,,,,
Talen Horton-Tucker,1,1,50.00%,,Leo Barnhorst,1,6,14.29%,,,,,,
Reggie Perry,1,1,50.00%,,Willie Green,1,7,12.50%,,,,,,
Mike James (1990),1,1,50.00%,,LaSalle Thompson,1,7,12.50%,,,,,,
Bruno Fernando,1,1,50.00%,,Darwin Cook,1,7,12.50%,,,,,,
Jay Scrubb,1,1,50.00%,,Brad Miller,1,8,11.11%,,,,,,
Jarrett Culver,1,1,50.00%,,Raymond Felton,1,8,11.11%,,,,,,
Jalen McDaniels,1,1,50.00%,,Jim Washington,1,8,11.11%,,,,,,
Josh Giddey,1,1,50.00%,,Thaddeus Young,1,10,9.09%,,,,,,
Craig Porter,1,1,50.00%,,Ty Lawson,0,6,0.00%,,,,,,
Ty Jerome,1,1,50.00%,,Taurean Prince,0,5,0.00%,,,,,,
JD Davison,1,1,50.00%,,Tom Owens,0,5,0.00%,,,,,,
Baylor Scheierman,1,1,50.00%,,Pat Garrity,0,5,0.00%,,,,,,
Ariel Hukporti,1,1,50.00%,,Samuel Dalembert,0,5,0.00%,,,,,,
Tony Lavelli,0,1,0.00%,,Terry Mills,0,5,0.00%,,,,,,
Irv Bemoras,0,1,0.00%,,Loy Vaught,0,5,0.00%,,,,,,
Aubrey Davis,0,1,0.00%,,George Wilson,0,5,0.00%,,,,,,
Ben Scharnus,0,1,0.00%,,George McCloud,0,5,0.00%,,,,,,
Nick Shaback,0,1,0.00%,,James Robinson,0,5,0.00%,,,,,,
Herschel Baltimore,0,1,0.00%,,Don Reid,0,5,0.00%,,,,,,
Cecil Hankins,0,1,0.00%,,Jusuf Nurkic,0,5,0.00%,,,,,,
Bob Faught,0,1,0.00%,,Ed Mikan,0,5,0.00%,,,,,,
George Nostrand,0,1,0.00%,,Mike Woodson,0,5,0.00%,,,,,,
Kenny Sailors,0,1,0.00%,,Chris Gatling,0,5,0.00%,,,,,,
Ray Wertis,0,1,0.00%,,Cliff Robinson,0,4,0.00%,,,,,,
Marty Passaglia,0,1,0.00%,,Rumeal Robinson,0,4,0.00%,,,,,,
Dick Holub,0,1,0.00%,,Evan Fournier,0,4,0.00%,,,,,,
Ray Kuka,0,1,0.00%,,Elmore Smith,0,4,0.00%,,,,,,
Saul Mariaschin,0,1,0.00%,,Ron Brewer,0,4,0.00%,,,,,,
Stan Noszka,0,1,0.00%,,Malik Sealy,0,4,0.00%,,,,,,
Art Spector,0,1,0.00%,,Eric Montross,0,4,0.00%,,,,,,
Gene Stump,0,1,0.00%,,Dean Garrett,0,4,0.00%,,,,,,
Jack Garfinkel,0,1,0.00%,,TJ Ford,0,4,0.00%,,,,,,
Hal Tidrick,0,1,0.00%,,Dante Cunningham,0,4,0.00%,,,,,,
Freddie Lewis (1921),0,1,0.00%,,Nikola Vucevic,0,4,0.00%,,,,,,
Jake Pelkington,0,1,0.00%,,Len Elmore,0,4,0.00%,,,,,,
Chips Sobek,0,1,0.00%,,Steve Johnson,0,4,0.00%,,,,,,
Jack Burmaster,0,1,0.00%,,Greg Dreiling,0,4,0.00%,,,,,,
Murray Wier,0,1,0.00%,,Rony Seikaly,0,4,0.00%,,,,,,
Mike Todorovich,0,1,0.00%,,Rex Chapman,0,4,0.00%,,,,,,
Milt Schoon,0,1,0.00%,,Shammond Williams,0,4,0.00%,,,,,,
Max Morris,0,1,0.00%,,Al Jefferson,0,4,0.00%,,,,,,
