,,YEAR,PLAYER,NB CODE,POS,BODY FAT %,HAND SIZE,WEIGHT (LBS),HEIGHT,STANDING,WINGSPAN,HEIGHT W/O SHOES,WINGSPAN,STANDING REACH,LANE AGILITY,SHUTTLE RUN,3/4 SPRINT,STANDING VERT,MAX VERT,MAX BENCH
1,2009,2008,DeMarcus Nelson,DeMarcus Nelson,PGSG,4.50%,,198,73,98.5,82,6' 1'',6' 10'',8' 2.5'',10.54,,3.13,34.5,38.5,19
-2008,,2008,Deron Washington,Deron Washington,SF,7.20%,,198.5,77.25,102.5,81,6' 5.25'',6' 9'',8' 6.5'',11.03,,3.09,34,40,7
16,2024,2008,Derrick Rose,Derrick Rose,PG,4.60%,,196,73.5,98.5,80,6' 1.5'',6' 8'',8' 2.5'',11.69,,3.05,34.5,40,10
-2008,,2008,DeVon Hardin,DeVon Hardin,CPF,5.80%,,235,81.5,109.5,87,6' 9.5'',7' 3'',9' 1.5'',11.49,,3.33,29.5,32,20
14,2022,2008,DJ Augustin,D.J. Augustin,PG,8.10%,,171.5,70,94.5,75.5,5' 10'',6' 3.5'',7' 10.5'',11.27,,3.07,28.5,35,2
4,2012,2008,Donte Greene,Donte Greene,SFPF,7.60%,,221,80.25,108,82,6' 8.25'',6' 10'',9' 0'',11.21,,3.2,27.5,31.5,2
-2008,,2008,Drew Neitzel,Drew Neitzel,PG,6.20%,,175.5,71.75,95,74.5,5' 11.75'',6' 2.5'',7' 11'',11.19,,3.2,25.5,32,10
17,2025,2008,Eric Gordon,Eric Gordon,SG,8.20%,,222,74,99,81,6' 2'',6' 9'',8' 3'',10.81,,3.01,32,40,15
-2008,,2008,Frank Elegar,Frank Elegar,PF,4.50%,,210,79.25,106,87.25,6' 7.25'',7' 3.25'',8' 10'',11.86,,3.17,33.5,37.5,11
4,2012,2008,Gary Forbes,Gary Forbes,SG,6.50%,,220.5,76.5,104.5,83.25,6' 4.5'',6' 11.25'',8' 8.5'',11.45,,3.25,27.5,33.5,13
15,2023,2008,George Hill,George Hill,PG,3.00%,,181,73.25,97.5,81,6' 1.25'',6' 9'',8' 1.5'',12.2,,3.07,34,37.5,9
-2008,,2008,Jamar Butler,Jamar Butler,PG,6.00%,,182,72.25,97,76.75,6' 0.25'',6' 4.75'',8' 1'',,,,,,15
-2008,,2008,James Gist,James Gist,PF,4.80%,,220,79,107.5,88,6' 7'',7' 4'',8' 11.5'',11.37,,3.14,30.5,35,5
-2008,,2008,James Mays,James Mays,PF,8.80%,,227,78.75,105,85.75,6' 6.75'',7' 1.75'',8' 9'',11.23,,3.19,29.5,35,13
16,2024,2008,JaVale McGee,JaVale McGee,CPF,5.30%,,241,83,114.5,90,6' 11'',7' 6'',9' 6.5'',12.75,,3.25,27,32.5,7
12,2020,2008,Jeremy Pargo,Jeremy Pargo,PG,7.60%,,208,72.5,96,77,6' 0.5'',6' 5'',8' 0'',10.65,,3.07,32,37,7
11,2019,2008,Jerryd Bayless,Jerryd Bayless,PGSG,4.70%,,204,73.75,97,75.5,6' 1.75'',6' 3.5'',8' 1'',11.26,,3.07,31,38,10
-2008,,2008,Jiri Hubalek,Jiri Hubalek,CPF,8.80%,,226,81.5,109,82.75,6' 9.5'',6' 10.75'',9' 1'',12.26,,3.54,20.5,26,2
2,2010,2008,Joe Alexander,Joe Alexander,SFPF,5.80%,,220,79.25,106,83.5,6' 7.25'',6' 11.5'',8' 10'',11.33,,2.99,32.5,38.5,24
1,2009,2008,Joe Crawford,Joe Crawford,SG,7.60%,,213,75,99.5,77.75,6' 3'',6' 5.75'',8' 3.5'',11.67,,3.22,31,36,13
7,2015,2008,Joey Dorsey,Joey Dorsey,PFC,9.00%,,265,78.25,107,85.75,6' 6.25'',7' 1.75'',8' 11'',11.84,,3.2,27.5,33,19
-2008,,2008,John Riek,John Riek,C,11.00%,,237,82.5,,92.75,6' 10.5'',7' 8.75'',,,,,,,
-2008,,2008,Joseph Jones,Joseph Jones,PF,12.20%,,240,79,107,84.25,6' 7'',7' 0.25'',8' 11'',11.61,,3.33,25.5,31,16
-2008,,2008,Josh Duncan,Josh Duncan,PF,5.40%,,230,80,104.5,83.5,6' 8'',6' 11.5'',8' 8.5'',12.47,,3.26,28,32,26
2,2010,2008,JR Giddens,J.R. Giddens,SG,5.40%,,208,76,103,83.25,6' 4'',6' 11.25'',8' 7'',,,,,,10
-2008,,2008,Keith Brumbaugh,Keith Brumbaugh,SFPF,4.00%,,190,79.5,104.5,79.25,6' 7.5'',6' 7.25'',8' 8.5'',11.65,,3.28,26,27,2
-2008,,2008,Kentrell Gransberry,Kentrell Gransberry,C,17.40%,,290,78.75,106,82.25,6' 6.75'',6' 10.25'',8' 10'',12.16,,3.32,24.5,27.5,18
17,2025,2008,Kevin Love,Kevin Love,PF,12.90%,,255,79.75,106,83.25,6' 7.75'',6' 11.25'',8' 10'',11.17,,3.22,29.5,35,18
-2008,,2008,Kyle Hines,Kyle Hines,SFPF,3.60%,,234,75.75,104.5,85.25,6' 3.75'',7' 1.25'',8' 8.5'',12.17,,3.4,28.5,33,16
7,2015,2008,Lester Hudson,Lester Hudson,PG,3.40%,,196,71.75,98.5,80.75,5' 11.75'',6' 8.75'',8' 2.5'',11.15,,3.16,30.5,36,12
-2008,,2008,Longar Longar,Longar Longar,C,10.60%,,212.5,81,109.5,85.25,6' 9'',7' 1.25'',9' 1.5'',,,,,,14
12,2020,2008,Luc Mbah a Moute,Luc Mbah a Moute,SF,7.00%,,221,77.75,103.5,86.5,6' 5.75'',7' 2.5'',8' 7.5'',11.71,,3.17,32,38.5,11
-2008,,2008,Maarty Leunen,Maarty Leunen,SF,8.90%,,222,79.25,102.5,80,6' 7.25'',6' 8'',8' 6.5'',11.57,,3.36,29.5,34.5,14
2,2010,2008,Malik Hairston,Malik Hairston,SG,6.90%,,204,76.25,103.5,81,6' 4.25'',6' 9'',8' 7.5'',11.33,,3.08,30.5,38,13
-2008,,2008,Marcelus Kemp,Marcelus Kemp,SG,9.00%,,221,75,103.5,80.5,6' 3'',6' 8.5'',8' 7.5'',11.79,,3.39,26,30,9
-2008,,2008,Marcus Dove,Marcus Dove,SFPF,5.30%,,208,78.75,105,83.5,6' 6.75'',6' 11.5'',8' 9'',11.59,,3.26,27.5,33.5,10
-2008,,2008,Mark Tyndale,Mark Tyndale,SGSF,6.70%,,217,74.75,103.5,83,6' 2.75'',6' 11'',8' 7.5'',12.52,,3.14,27,33.5,5
11,2019,2008,Michael Beasley,Michael Beasley,PFSF,7.70%,,239,79,107,84.25,6' 7'',7' 0.25'',8' 11'',11.06,,3.24,30,35,19
1,2009,2008,Mike Taylor,Mike Taylor,SGPG,3.80%,,166.2,72.75,98,79.25,6' 0.75'',6' 7.25'',8' 2'',10.98,,3.08,31,39,2
8,2016,2008,OJ Mayo,O.J. Mayo,SGPG,6.30%,,200,75.25,99.5,78,6' 3.25'',6' 6'',8' 3.5'',11.04,,3.14,30.5,41,7
2,2010,2008,Othello Hunter,Othello Hunter,PFSF,6.40%,,220,78.5,109.5,87,6' 6.5'',7' 3'',9' 1.5'',11.51,,3.18,28,34.5,7
-2008,,2008,Pat Calathes,Pat Calathes,SFPF,7.30%,,204,80.75,106,81.75,6' 8.75'',6' 9.75'',8' 10'',,,,,,7
3,2011,2008,Pat Ewing,Patrick Ewing Jr.,SFPF,9.40%,,224,78,97.5,84.25,6' 6'',7' 0.25'',8' 1.5'',11.77,,3.43,35,42,2
-2008,,2008,Quan Prowell,Quan Prowell,SFPF,6.50%,,225.5,78.75,103.5,82.5,6' 6.75'',6' 10.5'',8' 7.5'',11.79,,3.14,32,36,16
-2008,,2008,Ramel Bradley,Ramel Bradley,PGSG,5.70%,,184,73.25,98,77,6' 1.25'',6' 5'',8' 2'',10.68,,3.24,24.5,29.5,9
-2008,,2008,Richard Hendrix,Richard Hendrix,PF,9.20%,,250,78.75,108,87,6' 6.75'',7' 3'',9' 0'',10.62,,3.27,26.5,28,13
-2008,,2008,Richard Roby,Richard Roby,SGSF,9.20%,,203,76.25,104,81.75,6' 4.25'',6' 9.75'',8' 8'',,,,,,
-2008,,2008,Robert Vaden,Robert Vaden,SG,6.20%,,199,75.5,101,80,6' 3.5'',6' 8'',8' 5'',11.97,,3.4,26,29.5,10
-2008,,2008,Ronald Steele,Ronald Steele,PG,8.10%,,183.5,72.25,97.5,76.25,6' 0.25'',6' 4.25'',8' 1.5'',11.08,,3.26,25,29.5,5
-2008,,2008,Russell Robinson,Russell Robinson,PG,7.40%,,196,72.5,100.5,80,6' 0.5'',6' 8'',8' 4.5'',11.3,,3.15,25,31.5,8
17,2025,2008,Russell Westbrook,Russell Westbrook,PG,4.80%,,192,74.25,100,79.75,6' 2.25'',6' 7.75'',8' 4'',10.98,,3.08,30,36.5,12
5,2013,2008,Sam Young,Sam Young,SFSG,4.90%,,222.8,77.25,105.5,82.75,6' 5.25'',6' 10.75'',8' 9.5'',11.47,,3.45,27.5,33,
8,2016,2008,Sasha Kaun,Sasha Kaun,CPF,9.60%,,247,81,110,88,6' 9'',7' 4'',9' 2'',12.06,,3.2,29,32,13
1,2009,2008,Sean Singletary,Sean Singletary,PG,4.20%,,183.8,71,95,76.5,5' 11'',6' 4.5'',7' 11'',,,,26,,18
-2008,,2008,Shan Foster,Shan Foster,SG,6.30%,,194.5,76,103.5,83.5,6' 4'',6' 11.5'',8' 7.5'',12.3,,3.24,30,33,10
-2008,,2008,Shaun Pruitt,Shaun Pruitt,CPF,13.80%,,242.2,80.25,107.5,85,6' 8.25'',7' 1'',8' 11.5'',11.3,,3.4,27,32.5,10
-2008,,2008,Shawn James,Shawn James,PF,9.20%,,217,79.75,111,89,6' 7.75'',7' 5'',9' 3'',,,,,,6
8,2016,2008,Sonny Weems,Sonny Weems,SGSF,4.40%,,193,76,104,82,6' 4'',6' 10'',8' 8'',10.58,,2.96,29,36.5,12
-2008,,2008,Stanley Burrell,Stanley Burrell,PG,5.60%,,201,73.5,97.5,78.25,6' 1.5'',6' 6.25'',8' 1.5'',11.19,,3.19,29.5,34.5,21
-2008,,2008,Takais Brown,Takais Brown,PF,9.20%,,252,79.25,106,82,6' 7.25'',6' 10'',8' 10'',12.47,,3.25,29,31,22
-2008,,2008,Trent Plaisted,Trent Plaisted,PF,11.00%,,240,81.25,105.5,82.5,6' 9.25'',6' 10.5'',8' 9.5'',11.32,,3.17,30.5,35.5,14
-2008,,2008,Tyrone Brazelton,Tyrone Brazelton,PG,8.10%,,166,70,94,73.75,5' 10'',6' 1.75'',7' 10'',11.59,,3.25,30,34,8
-2008,,2008,Vladimir Golubovic,Vladimir Golubovic,C,6.90%,,258,83.25,111.5,86.5,6' 11.25'',7' 2.5'',9' 3.5'',12.4,,3.33,21.5,27,15
,2018,2007,Aaron Brooks,Aaron Brooks,PG,2.70%,,161,70,94,76,5' 10'',6' 4'',7' 10'',10.57,,3.2,32.5,39.5,6
,2014,2007,Aaron Gray,Aaron Gray,C,10.80%,,271,84,108.5,87.25,7' 0'',7' 3.25'',9' 0.5'',12.07,,3.7,27,32.5,17
4,2011,2007,Acie Law,Acie Law,PG,5.60%,,186,74,98,78.5,6' 2'',6' 6.5'',8' 2'',11,,3.22,29,34,8
18,2025,2007,Al Horford,Al Horford,PF,9.10%,,246,80,107,84.75,6' 8'',7' 0.75'',8' 11'',12.15,,3.37,31,35.5,20
4,2011,2007,Al Thornton,Al Thornton,SF,5.80%,,221,77.75,104,85,6' 5.75'',7' 1'',8' 8'',11.96,,3.16,35,41,9
-2007,,2007,Ali Traore,Ali Traore,CPF,12.10%,,249,80.75,108.5,88,6' 8.75'',7' 4'',9' 0.5'',12.16,,3.52,25,29,11
-2007,,2007,Antanas Kavaliauskas,Antanas Kavaliauskas,PF,7.70%,,237,81,106.5,82.5,6' 9'',6' 10.5'',8' 10.5'',11.19,,3.42,25.5,30,19
14,2021,2007,Anthony Tolliver,Anthony Tolliver,PF,5.70%,,242,79,107.5,86.5,6' 7'',7' 2.5'',8' 11.5'',11.49,,3.29,28.5,30,21
-2007,,2007,Avis Wyatt,Avis Wyatt,PF,3.30%,,212,80.75,107,85,6' 8.75'',7' 1'',8' 11'',11.46,,3.23,27.5,32,12
-2007,,2007,Blake Schilb,Blake Schilb,SG,10.00%,,214,77,102.5,81,6' 5'',6' 9'',8' 6.5'',11.63,,3.36,26.5,33.5,11
11,2018,2007,Bobby Brown,Bobby Brown,PG,6.60%,,170,71,95.5,76,5' 11'',6' 4'',7' 11.5'',11.27,,3.25,32.5,41,3
-2007,,2007,Brad Newley,Brad Newley,SG,8.00%,,201,77,102.5,80,6' 5'',6' 8'',8' 6.5'',11.77,,3.29,29.5,31.5,3
11,2018,2007,Brandan Wright,Brandan Wright,PF,5.80%,,200,80.75,108.5,87.75,6' 8.75'',7' 3.75'',9' 0.5'',11.76,,3.31,30.5,35.5,2
-2007,,2007,Brandon Heath,Brandon Heath,PG,9.00%,,181,74,94,79,6' 2'',6' 7'',7' 10'',11.39,,3.28,32,36,11
,,2007,Caleb Green,Caleb Green,PF,10.90%,,238,78,103,83.75,6' 6'',6' 11.75'',8' 7'',11.72,,3.46,28.5,36,9
9,2016,2007,Carl Landry,Carl Landry,PF,7.50%,,248,79,102.5,83,6' 7'',6' 11'',8' 6.5'',11.35,,3.29,31.5,36.5,21
8,2015,2007,Cartier Martin,Cartier Martin,SF,5.60%,,218,76,103.5,82,6' 4'',6' 10'',8' 7.5'',12.1,,3.43,27,29.5,11
3,2010,2007,Chris Richard,Chris Richard,PF,7.50%,,252,79,110.5,88.5,6' 7'',7' 4.5'',9' 2.5'',11.39,,3.29,26.5,30.5,15
3,2010,2007,Coby Karl,Coby Karl,SGPG,5.40%,,204,75,99.5,83,6' 3'',6' 11'',8' 3.5'',11.57,,3.41,32,34.5,9
-2007,,2007,Coleman Collins,Coleman Collins,PF,6.20%,,236,80,107,86,6' 8'',7' 2'',8' 11'',11.47,,,30,35,21
13,2020,2007,Corey Brewer,Corey Brewer,SFSG,4.20%,,185,78,103,80.25,6' 6'',6' 8.25'',8' 7'',11.69,,3.22,30.5,36.5,11
-2007,,2007,Craig Bradshaw,Craig Bradshaw,PF,12.10%,,240,80,106.5,85.5,6' 8'',7' 1.5'',8' 10.5'',11.88,,3.54,26,28,12
-2007,,2007,Curtis Sumpter,Curtis Sumpter,SF,5.30%,,227,78,104,81.5,6' 6'',6' 9.5'',8' 8'',11.3,,3.22,27.5,32.5,12
1,2008,2007,D.J. Strawberry,DJ Strawberry,SG,4.50%,,199,75.75,101,78.5,6' 3.75'',6' 6.5'',8' 5'',10.87,,3.14,28.5,35,21
6,2013,2007,Daequan Cook,Daequan Cook,SG,7.00%,,203,75,101.5,80.25,6' 3'',6' 8.25'',8' 5.5'',11.12,,3.22,30,34.5,4
5,2012,2007,Darryl Watkins,Darryl Watkins,C,6.90%,,241,80.75,110,87,6' 8.75'',7' 3'',9' 2'',11.65,,3.56,26.5,31,14
-2007,,2007,DaShaun Wood,DaShaun Wood,PG,5.40%,,167,70.75,92,72.75,5' 10.75'',6' 0.75'',7' 8'',11.4,,3.23,31.5,34.5,13
2,2009,2007,Demetris Nichols,Demetris Nichols,SF,6.20%,,211,78,105,84.25,6' 6'',7' 0.25'',8' 9'',10.39,,3.38,28.5,32.5,16
-2007,,2007,Dominic James,Dominic James,PG,4.80%,,175,70,93,74,5' 10'',6' 2'',7' 9'',10.94,,3.11,33.5,38.5,14
6,2013,2007,Dominic McGuire,Dominic McGuire,SF,4.70%,,220,79,104,82.5,6' 7'',6' 10.5'',8' 8'',10.95,,3.25,28.5,34.5,12
-2007,,2007,Dustin Salisbery,Dustin Salisbery,SG,6.60%,,208,75,100.5,80,6' 3'',6' 8'',8' 4.5'',11.07,,3.12,34,38,11
-2007,,2007,Ekene Ibekwe,Ekene Ibekwe,PF,3.20%,,208,80,104,90,6' 8'',7' 6'',8' 8'',11,,3.28,34.5,39,10
7,2014,2007,Greg Oden,Greg Oden,C,7.80%,,257,83,112,88.25,6' 11'',7' 4.25'',9' 4'',11.67,,3.27,32,34,
-2007,,2007,Herbert Hill,Herbert Hill,C,5.60%,,232,79,108.5,86.25,6' 7'',7' 2.25'',9' 0.5'',12.31,,3.39,30.5,34,15
-2007,,2007,Ivan Radenovic,Ivan Radenovic,PF,9.80%,,226,81,106,83.75,6' 9'',6' 11.75'',8' 10'',11.61,,3.6,23,28,7
-2007,,2007,Jamaal Tatum,Jamaal Tatum,PG,5.00%,,168,71.5,93.5,74.5,5' 11.5'',6' 2.5'',7' 9.5'',11.51,,3.22,28.5,33,7
-2007,,2007,James Hughes,James Hughes,C,3.50%,,209,81,111,87,6' 9'',7' 3'',9' 3'',13.31,,3.37,31,33,8
14,2021,2007,Jared Dudley,Jared Dudley,SF,7.10%,,219,77,102,79,6' 5'',6' 7'',8' 6'',11.32,,3.45,28,32,14
-2007,,2007,Jared Jordan,Jared Jordan,PG,7.00%,,183,72,94,72,6' 0'',6' 0'',7' 10'',11.02,,3.39,24.5,28.5,6
12,2019,2007,Jason Smith,Jason Smith,PF,7.50%,,233,82.75,106,82.75,6' 10.75'',6' 10.75'',8' 10'',10.96,,3.29,33.5,37.5,15
2,2009,2007,Javaris Crittenton,Javaris Crittenton,PG,4.50%,,194,75,98,77.5,6' 3'',6' 5.5'',8' 2'',11.6,,3.32,32.5,38,11
18,2025,2007,Jeff Green,Jeff Green,SF,3.70%,,228,79,103,85.25,6' 7'',7' 1.25'',8' 7'',12,,3.34,33.5,38,17
-2007,,2007,Jeremy Hunt,Jeremy Hunt,SG,5.20%,,198,74,101.5,80.25,6' 2'',6' 8.25'',8' 5.5'',12.11,,3.29,30.5,33,10
2,2009,2007,Jermareo Davidson,Jermareo Davidson,PF,6.90%,,230,81,109.5,88,6' 9'',7' 4'',9' 1.5'',12.63,,3.53,27,30,7
13,2020,2007,Joakim Noah,Joakim Noah,PF,4.80%,,223,82,106.5,85.25,6' 10'',7' 1.25'',8' 10.5'',11.79,,3.47,32.5,37.5,12
11,2018,2007,Josh McRoberts,Josh McRoberts,PF,13.70%,,240,80,106.5,85,6' 8'',7' 1'',8' 10.5'',11.7,,3.47,27.5,31.5,12
-2007,,2007,JR Reynolds,JR Reynolds,PG,8.20%,,188,72,95,75.25,6' 0'',6' 3.25'',7' 11'',11.69,,3.24,27.5,34.5,15
4,2011,2007,Julian Wright,Julian Wright,SFPF,6.10%,,211,78.5,108,86.25,6' 6.5'',7' 2.25'',9' 0'',11.48,,3.36,28.5,33.5,2
-2007,,2007,Justin Doellman,Justin Doellman,PF,7.00%,,205,80,105,80.75,6' 8'',6' 8.75'',8' 9'',,,,,,19
18,2025,2007,Kevin Durant,Kevin Durant,SFPF,6.60%,,215,81,110,88.75,6' 9'',7' 4.75'',9' 2'',12.33,,3.45,26,33.5,0
-2007,,2007,Kyle Visser,Kyle Visser,C,10.20%,,242,82,108,83,6' 10'',6' 11'',9' 0'',12.6,,3.39,26,29,18
-2007,,2007,Major Wingate,Major Wingate,C,6.70%,,242,80.5,109,88,6' 8.5'',7' 4'',9' 1'',12.14,,3.47,27.5,30.5,15
-2007,,2007,Mario Boggan,Mario Boggan,PF,9.20%,,240,77,107,86,6' 5'',7' 2'',8' 11'',12.18,,3.45,24,26.5,12
-2007,,2007,Marko Lekic,Marko Lekic,C,11.40%,,267,81,108.5,85,6' 9'',7' 1'',9' 0.5'',11.96,,3.43,24,30.5,19
18,2025,2007,Mike Conley,Mike Conley,PG,4.20%,,175,71,94.5,77.75,5' 11'',6' 5.75'',7' 10.5'',11.63,,3.09,35.5,40.5,13
-2007,,2007,Mohamed Abukar,Mohamed Abukar,SF,8.90%,,210,80,103,81,6' 8'',6' 9'',8' 7'',11.78,,3.37,30.5,35,15
7,2014,2007,Mustafa Shakur,Mustafa Shakur,PG,4.10%,,185,75,99,77.5,6' 3'',6' 5.5'',8' 3'',11.82,,3.27,28.5,35,11
12,2019,2007,Nick Young,Nick Young,SGSF,6.80%,,206,77,100.5,84,6' 5'',7' 0'',8' 4.5'',11,,3.25,39.5,40.5,6
-2007,,2007,Quinton Hosley,Quinton Hosley,SFSG,5.70%,,215,77,105,83.25,6' 5'',6' 11.25'',8' 9'',12.47,,3.32,28.5,34,12
11,2018,2007,Ramon Sessions,Ramon Sessions,PG,6.20%,,185,74,97.5,76.25,6' 2'',6' 4.25'',8' 1.5'',11.65,,3.27,29.5,33.5,8
-2007,,2007,Rashad JonesJennings,Rashad JonesJennings,PF,5.90%,,235,78,105.5,84,6' 6'',7' 0'',8' 9.5'',12.18,,3.29,25,30,20
-2007,,2007,Rashaun Freeman,Rashaun Freeman,PF,11.50%,,244,78,104,83.5,6' 6'',6' 11.5'',8' 8'',11.43,,3.41,28,32,20
10,2017,2007,Reggie Williams (1986),Reggie Williams,SG,5.30%,,199,75.25,103,81.25,6' 3.25'',6' 9.25'',8' 7'',11.32,,3.07,31.5,36.5,15
-2007,,2007,Renaldas Seibutis,Renaldas Seibutis,SG,6.10%,,185,76,101,80.75,6' 4'',6' 8.75'',8' 5'',11.33,,3.39,24,32.5,1
-2007,,2007,Reyshawn Terry,Reyshawn Terry,SF,8.90%,,222,78.75,103.5,82,6' 6.75'',6' 10'',8' 7.5'',11.76,,3.26,31,37.5,18
10,2017,2007,Rodney Stuckey,Rodney Stuckey,SGPG,6.10%,,207,75.75,100.5,79.25,6' 3.75'',6' 7.25'',8' 4.5'',11.34,,3.11,30.5,35,14
-2007,,2007,Ron Lewis,Ron Lewis,SG,4.50%,,194,74,99,78.5,6' 2'',6' 6.5'',8' 3'',11.59,,3.22,33,38,16
-2007,,2007,Russell Carter,Russell Carter,SG,6.00%,,221,75,97.5,80.5,6' 3'',6' 8.5'',8' 1.5'',11.61,,3.29,33,38.5,25
-2007,,2007,Ryvon Covile,Ryvon Covile,CPF,8.00%,,250,79,107.5,85.25,6' 7'',7' 1.25'',8' 11.5'',12.52,,3.37,25,30.5,19
-2007,,2007,Sammy Mejia,Sammy Mejia,SG,8.30%,,218,77,105,83,6' 5'',6' 11'',8' 9'',11.87,,3.49,27,31.5,7
10,2017,2007,Spencer Hawes,Spencer Hawes,PF,13.00%,,244,82,110,84.5,6' 10'',7' 0.5'',9' 2'',11.88,,3.51,26,29,9
1,2008,2007,Stephane Lasme,Stephane Lasme,PF,4.90%,,213,77,107,86,6' 5'',7' 2'',8' 11'',11.73,,3.22,29.5,36,17
2,2009,2007,Sun Yue,Yue Sun,SF,5.10%,,212,79.75,105,81,6' 7.75'',6' 9'',8' 9'',10.68,,3.45,29,34,9
1,2008,2007,Taurean Green,Taurean Green,PG,4.60%,,173,71,96,74.25,5' 11'',6' 2.25'',8' 0'',11.3,,3.26,29,32.5,8
5,2012,2007,Trey Johnson,Trey Johnson,SG,5.40%,,216,75,98,77,6' 3'',6' 5'',8' 2'',11.78,,3.31,26.5,35,18
4,2011,2007,Zabian Dowdell,Zabian Dowdell,PG,5.10%,,191,73,100,82,6' 1'',6' 10'',8' 4'',11.13,,3.29,30,33.5,3
4,2010,2006,Adam Morrison,Adam Morrison,SF,6.80%,,198,78.5,105,82,6' 6.5'',6' 10'',8' 9'',11.46,,3.37,25.5,30.5,11
1,2007,2006,Allan Ray,Allan Ray,SG,9.80%,,204,73,99.5,80.5,6' 1'',6' 8.5'',8' 3.5'',11.01,,3.2,28.5,35.5,9
-2006,,2006,Antywane Robinson,Antywane Robinson,SFPF,6.90%,,217,78.25,105.5,86.5,6' 6.25'',7' 2.5'',8' 9.5'',11.73,,3.4,29,32.5,12
-2006,,2006,Blake Schilb,Blake Schilb,PGSG,11.30%,,209,77.25,102,80.75,6' 5.25'',6' 8.75'',8' 6'',11.63,,3.36,26.5,33.5,11
2,2008,2006,Bobby Jones (1984),Bobby Jones,SFSG,8.00%,,211,77.75,101.5,81.5,6' 5.75'',6' 9.5'',8' 5.5'',11.23,,3.28,28.5,34.5,15
-2006,,2006,Brad Buckman,Brad Buckman,PF,10.50%,,238,79.25,107.5,84,6' 7.25'',7' 0'',8' 11.5'',12.26,,3.54,25.5,30.5,10
-2006,,2006,Brandon Bowman,Brandon Bowman,SF,8.40%,,209,78.75,103,83.5,6' 6.75'',6' 11.5'',8' 7'',11.41,,3.31,31,34,24
7,2013,2006,Brandon Roy,Brandon Roy,SGSF,7.60%,,207,77.25,101,80,6' 5.25'',6' 8'',8' 5'',11.13,,3.27,34,40.5,6
-2006,,2006,Carl Krauser,Carl Krauser,PG,8.00%,,190,71.75,97,78.25,5' 11.75'',6' 6.25'',8' 1'',11.62,,3.38,26,31,8
3,2009,2006,Cedric Simmons,Cedric Simmons,PFC,5.60%,,223,80.25,108.5,88.25,6' 8.25'',7' 4.25'',9' 0.5'',11.05,,3.31,30.5,35,15
1,2007,2006,Chris McCray,Chris McCray,SG,9.60%,,187,75,96.5,77.75,6' 3'',6' 5.75'',8' 0.5'',11.46,,3.34,30.5,39,1
7,2013,2006,Chris Quinn,Chris Quinn,PGSG,5.90%,,175,72.5,94,77,6' 0.5'',6' 5'',7' 10'',11.25,,3.25,32,37,7
11,2017,2006,CJ Watson,CJ Watson,PG,5.20%,,171,72.5,96,78,6' 0.5'',6' 6'',8' 0'',11.61,,3.15,31.5,34,12
6,2012,2006,Craig Smith,Craig Smith,PF,12.20%,,259,77.5,103.5,81.5,6' 5.5'',6' 9.5'',8' 7.5'',11.59,,3.4,30,29.5,
-2006,,2006,Curtis Stinson,Curtis Stinson,SG,6.00%,,208,73.75,97.5,77,6' 1.75'',6' 5'',8' 1.5'',10.95,,3.27,28,31.5,17
-2006,,2006,Dan Grunfeld,Dan Grunfeld,SFSG,10.40%,,216,76.75,99,78.25,6' 4.75'',6' 6.25'',8' 3'',11.3,,3.46,28,33.5,16
-2006,,2006,Daniel Horton,Daniel Horton,PGSG,8.00%,,198,72.5,96.5,79,6' 0.5'',6' 7'',8' 0.5'',10.35,,3.16,30,36.5,17
-2006,,2006,Danilo Pinnock,Danilo Pinnock,PGSG,4.60%,,204,74.75,100.5,79.5,6' 2.75'',6' 7.5'',8' 4.5'',11.91,,3.08,29.5,35.5,7
2,2008,2006,Darius Washington,Darius Washington,PG,9.70%,,195,71.5,96,76,5' 11.5'',6' 4'',8' 0'',10.71,,3.26,29,37.5,9
1,2007,2006,David Noel,David Noel,SFSG,6.10%,,223,76.5,100,81.5,6' 4.5'',6' 9.5'',8' 4'',10.54,,3.07,34.5,38.5,20
-2006,,2006,Denham Brown,Denham Brown,SGSF,9.00%,,218,76,102.5,81.5,6' 4'',6' 9.5'',8' 6.5'',11.42,,3.25,28,34.5,12
-2006,,2006,Dwayne Mitchell,Dwayne Mitchell,SGSF,4.50%,,208,74,98.5,78.5,6' 2'',6' 6.5'',8' 2.5'',11.45,,3.16,37.5,41.5,17
-2006,,2006,Eric Hicks,Eric Hicks,PF,7.10%,,238,76.75,105.5,85.5,6' 4.75'',7' 1.5'',8' 9.5'',12.06,,3.34,30,34,20
-2006,,2006,Eric Williams (1984),Eric Williams,CPF,13.00%,,285,79.25,106.5,88.25,6' 7.25'',7' 4.25'',8' 10.5'',11.71,,3.56,28.5,29,17
-2006,,2006,Frans Steyn,Frans Steyn,C,12.80%,,280,85.25,109,86.25,7' 1.25'',7' 2.25'',9' 1'',11.67,,3.38,28.5,29.5,
-2006,,2006,Gerry McNamara,Gerry McNamara,PGSG,12.80%,,177,71.75,92.5,72.75,5' 11.75'',6' 0.75'',7' 8.5'',11.28,,3.4,27,32,3
8,2014,2006,Hilton Armstrong,Hilton Armstrong,CPF,6.30%,,240,81.5,109,88,6' 9.5'',7' 4'',9' 1'',12.28,,3.53,28.5,31.5,13
